,n_uhc,n_upc,year,yweight,resid,region,age,sex,ppinc_1,nummonth,educat,healthev,weight,height,sport,smoker,htype,hsize,ch0_5,ch6_12,ch13_17,elder,inc_1,inc_2,inc_3,inc_4,inc_5,inc_6,inc_7,inc_8,inc_9,inc_10,inc_11,cashinc,inkind,privlg,totalinc,exp_1,exp_2,exp_3,exp_4,exp_5,exp_6,exp_6_1,exp_6_2,exp_7,exp_8,exp_9,exp_10,exp_11,exp_12,exp_13,exp_14,exp_15,exp_16,exp_17,exp_17_1,exp_18,exp_19,exp_20,exp_21,exp_22,exp_23,exp_24,exp_25,exp_26,totalexp,hh_blint,hh_int1,hh_int2,hh_int3,hh_int4,bmi,savings
1226,685.0,1.0,2017.0,443,Rural,Brest oblast,27.0,Female,72.895,2.0,Secondary specialized education,"Not very good, but not bad",58.0,148.0,No,No,2 and more adults with children,3.0,1.0,0.0,0.0,0.0,795.7608333333333,4.0,0.0,0.0,233.71833333333336,0.0,0.0,8.333333333333334,0.0,0.0,0.0,1041.8125,56.245325,1.25,1099.3078249999999,175.0295833333333,22.06041666666667,38.244166666666665,11.108333333333333,0.0,65.77250000000001,8.385833333333332,38.535833333333336,44.93666666666667,8.215,41.51416666666667,2.0683333333333334,67.40416666666667,0.0,64.3475,21.210833333333333,0.0,15.3825,0.0,0.0,33.66833333333334,14.566666666666666,24.029999999999998,83.33333333333333,0.0,1.5158333333333334,8.445,303.4925,0.0,1046.3458333333333,1.0,1.0,1.0,1.0,1.0,26.47918188458729,52.96199166666656
713,390.0,2.0,2017.0,0,Small city,Brest oblast,56.0,Male,0.0,0.0,Secondary specialized education,"Not very good, but not bad",75.0,165.0,"Yes, in free time",No,Household without children,4.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,2.0,27.548209366391188,
494,259.0,1.0,2017.0,504,Large city,Brest oblast,60.0,Female,0.0,0.0,Secondary specialized education,"Not very good, but not bad",130.0,164.0,No,No,Lone adult older working age,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,502.09166666666664,0.0,0.0,0.0,22.5,0.0,0.0,2.9166666666666665,527.5083333333333,21.62331125,0.0,549.1316445833334,134.14375,6.868333333333332,2.1408333333333336,0.5,0.0,80.93,0.0,79.295,49.88666666666667,0.0,34.629999999999995,10.64,0.0,0.0,13.305833333333334,7.8791666666666655,0.0,0.0,0.0,0.0,8.0,5.030833333333333,7.3500000000000005,0.0,150.29583333333332,3.9599999999999995,25.0,89.58333333333334,0.0,630.1445833333333,1.0,1.0,1.0,1.0,1.0,48.33432480666271,-81.01293874999999
8825,4921.0,1.0,2017.0,608,Small city,Minsk oblast,34.0,Male,945.2674999999999,12.0,Secondary education,Good,65.0,167.0,"Yes, in free time",Yes,2 and more adults with children,4.0,1.0,1.0,0.0,0.0,1076.5916666666667,0.0,0.0,0.0,0.0,0.0,0.0,36.66666666666667,0.0,0.0,0.0,1113.2583333333334,28.571421666666666,0.0,1141.8297550000002,263.08875,16.315833333333334,82.53833333333333,48.025,0.0,74.565,0.0,73.00916666666666,51.26500000000001,2.1908333333333334,13.195833333333336,185.55083333333334,0.0,0.0,73.26833333333333,48.31833333333334,2.3916666666666666,51.505833333333335,0.0,0.0,36.45166666666667,8.2,0.0,58.125,12.084999999999999,0.0,100.16666666666666,57.5,0.0,1184.7479166666667,1.0,1.0,1.0,1.0,1.0,23.306680053067517,-42.91816166666649
6653,3650.0,1.0,2017.0,366,Minsk city,Minsk city,37.0,Female,422.7083333333333,12.0,Secondary education,Good,48.0,160.0,"Yes, in free time",Yes,2 and more adults with children,4.0,0.0,1.0,1.0,0.0,998.3241666666667,0.0,0.0,226.60416666666666,208.08916666666667,14.166666666666666,0.0,271.45333333333326,0.0,0.0,0.0,1718.6374999999998,10.293289999999987,30.639166666666664,1759.5699566666667,359.9708333333333,41.574999999999996,80.58749999999999,41.8025,0.0,59.734166666666674,0.0,40.31166666666667,101.62916666666668,33.281666666666666,119.80583333333335,59.92666666666667,3.5,0.0,130.20416666666668,86.76416666666667,5.833333333333334,0.0,25.450000000000003,25.450000000000003,58.450833333333335,44.96666666666666,66.34166666666667,445.8333333333333,333.3333333333333,12.329166666666667,7.416666666666667,67.91666666666667,0.0,2186.653333333333,1.0,1.0,1.0,1.0,1.0,18.749999999999996,-427.0833766666665
7044,3893.0,1.0,2017.0,580,Minsk city,Minsk city,63.0,Female,0.0,0.0,Secondary education,"Not very good, but not bad",93.0,168.0,"Yes, in free time",No,Lone adult older working age,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,349.92833333333334,0.0,13.079166666666666,0.0,49.5,0.0,0.0,0.0,412.50749999999994,43.666318750000016,0.0,456.17381875,197.93791666666667,0.0,22.875833333333333,0.48666666666666664,0.0,82.1675,0.0,75.50083333333333,14.454166666666666,0.0,82.25833333333333,7.045,0.0,0.0,11.420833333333334,5.245,0.0,0.0,0.0,0.0,4.78,1.0,5.926666666666667,8.333333333333334,0.0,13.75,0.0,32.83333333333333,0.0,490.5145833333334,1.0,1.0,1.0,1.0,1.0,32.95068027210885,-34.340764583333396
928,511.0,1.0,2017.0,663,Small city,Brest oblast,40.0,Female,120.66916666666665,7.0,Vocational school,Good,75.0,162.0,No,No,2 and more adults with children,3.0,0.0,0.0,1.0,0.0,623.645,0.0,0.0,0.0,0.0,0.0,0.0,108.33333333333334,0.0,0.0,0.0,731.9783333333334,6.572041666666667,0.0,738.550375,178.45708333333332,0.0,28.100833333333334,18.633333333333333,0.0,60.045,0.0,60.045,2.7908333333333335,0.0,5.933333333333333,38.33333333333333,0.0,0.0,27.451666666666668,13.670000000000002,184.23250000000002,0.0,0.0,0.0,15.350833333333332,2.0833333333333335,0.0,58.333333333333336,0.0,0.0,0.0,73.33333333333334,0.0,706.74875,1.0,1.0,1.0,1.0,1.0,28.577960676726104,31.801625000000058
9500,5274.0,1.0,2017.0,830,Rural,Minsk oblast,66.0,Female,0.0,0.0,Secondary specialized education,"Not very good, but not bad",105.0,163.0,No,No,Lone adult older working age,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,335.185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335.185,21.527162499999996,35.026666666666664,391.7388291666666,79.04916666666666,0.0,1.25,4.166666666666667,0.0,24.790833333333335,13.333333333333332,10.624166666666667,17.485,0.0,29.225833333333334,0.0,0.0,0.0,13.98,19.85333333333333,0.0,0.0,0.0,0.0,1.5583333333333331,17.31,0.19166666666666665,33.333333333333336,0.0,0.0,0.0,59.16666666666667,0.0,301.36083333333335,1.0,1.0,1.0,1.0,1.0,39.51974105160149,90.37799583333327
413,214.0,2.0,2017.0,457,Large city,Brest oblast,49.0,Male,512.5,12.0,Vocational school,Good,95.0,188.0,No,Yes,2 and more adults with children,4.0,1.0,1.0,0.0,0.0,512.5,0.0,0.0,0.0,400.9316666666667,1.8947806286936004e-14,0.0,21.666666666666668,25.0,0.0,0.0,960.0983333333334,31.373658333333335,0.0,991.4719916666668,462.36958333333337,21.04375,44.15166666666667,37.178333333333335,0.0,94.88749999999999,0.0,94.88749999999999,8.5075,0.0,20.613333333333337,31.520833333333332,46.583333333333336,0.0,43.130833333333335,147.54,2.998333333333333,15.2,61.96666666666667,61.96666666666667,43.66916666666666,11.5,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,1109.5275,1.0,1.0,1.0,1.0,1.0,26.87867813490267,-118.05550833333314
5078,2768.0,1.0,2017.0,415,Large city,Grodno oblast,56.0,Female,75.34749999999998,3.0,Secondary specialized education,"Not very good, but not bad",59.0,158.0,No,No,Household without children,2.0,0.0,0.0,0.0,1.0,75.3475,0.0,0.0,807.5508333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,882.8983333333332,56.41500833333333,0.0,939.3133416666666,466.0695833333333,19.619166666666665,108.79249999999999,86.47166666666666,0.0,54.096666666666664,0.0,53.97666666666667,38.685833333333335,0.0,50.965,33.850833333333334,76.22166666666666,0.0,42.695,31.773333333333337,0.0,0.0,9.416666666666666,0.0,31.274166666666666,24.241666666666667,0.0,83.33333333333333,0.0,4.25,0.0,20.833333333333336,0.0,1182.5904166666667,1.0,1.0,1.0,1.0,1.0,23.634033007530842,-243.27707500000008
954,527.0,1.0,2017.0,504,Small city,Brest oblast,62.0,Female,0.0,0.0,Secondary specialized education,"Not very good, but not bad",62.0,160.0,"Yes, in free time",No,Lone adult older working age,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,300.46000000000004,0.0,0.0,0.0,183.33333333333331,0.0,0.0,0.0,483.79333333333335,3.10815625,1.9075,488.80898958333336,150.1725,0.0,92.93083333333334,14.175,0.0,41.56583333333333,0.0,39.47416666666666,16.375833333333333,0.0,32.873333333333335,11.518333333333334,0.0,0.0,8.771666666666667,30.101666666666667,0.0,0.0,14.408333333333333,14.408333333333333,14.445000000000002,30.104999999999997,1.725,0.0,0.0,0.0,0.0,83.125,0.0,542.2933333333334,1.0,1.0,1.0,1.0,1.0,24.218749999999996,-53.48434375000005
482,253.0,1.0,2017.0,1766,Large city,Brest oblast,43.0,Female,401.6666666666667,12.0,Secondary education,Good,68.0,164.0,No,Yes,2 and more adults with children,4.0,0.0,0.0,1.0,1.0,401.6666666666667,0.0,0.0,300.8333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,702.5,20.586583333333333,0.0,723.0865833333335,325.11541666666665,28.093333333333334,63.0925,47.37916666666667,0.0,87.24499999999999,0.0,81.74499999999999,53.5475,0.0,15.166666666666668,16.036666666666665,44.33333333333333,0.0,52.19833333333333,28.281666666666666,17.916666666666668,0.0,0.0,0.0,44.6525,7.75,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,839.1420833333333,1.0,1.0,1.0,1.0,1.0,25.282569898869724,-116.05549999999982
2011,1097.0,1.0,2017.0,566,Large city,Vitebsk oblast,68.0,Female,505.5133333333333,12.0,Secondary specialized education,"Not very good, but not bad",110.0,164.0,No,No,Lone adult older working age,1.0,0.0,0.0,0.0,1.0,505.5133333333333,0.0,0.0,328.5,0.0,0.0,0.0,45.833333333333336,0.0,0.0,0.0,879.8466666666666,5.142241666666666,0.4491666666666667,885.438075,165.01041666666666,0.0,15.749166666666667,14.931666666666668,0.0,157.54,0.0,116.87166666666666,11.923333333333332,56.666666666666664,7.727499999999999,11.048333333333334,0.0625,0.0,34.05833333333334,34.28375,0.0,0.0,1.6683333333333332,1.6683333333333332,7.7025,7.3025,2.2150000000000003,53.41666666666667,43.596666666666664,0.0,12.809166666666668,157.08333333333334,0.0,794.7958333333333,1.0,1.0,1.0,1.0,1.0,40.898274836406905,90.64224166666668
304,165.0,2.0,2017.0,690,Large city,Brest oblast,27.0,Female,359.23083333333335,12.0,Vocational school,Good,56.0,160.0,No,No,Single parent household,2.0,0.0,1.0,0.0,0.0,493.2575,0.0,0.0,0.0,0.0,0.0,0.0,86.5,0.0,0.0,0.0,579.7575,6.60595,0.0,586.3634500000001,323.90541666666667,12.15625,16.471666666666668,9.341666666666667,0.0,71.45583333333333,0.0,42.79416666666667,10.589166666666667,0.0,10.219999999999999,32.33333333333333,0.0,0.0,40.77,21.832083333333337,0.0,38.545833333333334,0.0,0.0,14.508333333333336,2.666666666666667,0.0,0.0,0.0,0.0,110.56833333333334,0.0,0.0,715.3645833333334,1.0,1.0,1.0,1.0,1.0,21.874999999999996,-129.0011333333333
6795,3730.0,2.0,2017.0,3141,Minsk city,Minsk city,45.0,Male,528.4166666666667,12.0,Secondary specialized education,"Not very good, but not bad",100.0,182.0,No,No,2 and more adults with children,4.0,0.0,0.0,1.0,0.0,1323.5833333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1323.5833333333335,8.416525,5.2625,1337.2623583333334,984.1016666666667,8.926666666666666,43.65,31.71666666666667,0.0,76.22083333333333,0.0,76.22083333333333,27.724166666666665,0.0,7.893333333333333,61.394999999999996,9.333333333333334,0.0,82.50333333333333,8.94,2.265,0.0,64.31458333333333,64.31458333333333,35.01583333333333,0.0,0.0,87.5,10.0,0.0,0.0,0.0,0.0,1541.5004166666665,1.0,1.0,1.0,1.0,1.0,30.189590629151066,-204.23805833333313
10458,5799.0,2.0,2017.0,419,Small city,Mogilev oblast,72.0,Male,0.0,0.0,"Higher education, After Higher education","Not very good, but not bad",72.0,164.0,No,No,All adults older working age,2.0,0.0,0.0,0.0,2.0,0.0,9.583333333333332,0.0,604.5283333333333,0.0,0.0,0.0,13.75,0.0,0.0,1.6666666666666667,629.5283333333333,124.75863541666669,0.6516666666666666,754.9386354166667,142.11166666666668,16.840416666666666,5.840833333333334,0.0,0.0,102.10000000000001,3.3333333333333335,46.814166666666665,33.111666666666665,0.0,29.566666666666663,2.095,85.96583333333334,0.0,25.711666666666666,15.3075,0.0,0.0,0.0,0.0,2.365,9.825,7.423333333333333,58.333333333333336,0.0,0.9583333333333334,0.0,90.0,0.0,627.55625,1.0,1.0,1.0,1.0,1.0,26.769779892920884,127.3823854166667
9921,5505.0,2.0,2017.0,679,Large city,Mogilev oblast,26.0,Male,681.7666666666668,9.0,"Higher education, After Higher education",Good,67.0,172.0,"Yes, in free time",Yes,Single parent household,2.0,1.0,0.0,0.0,0.0,511.32500000000005,0.0,0.0,0.0,268.5783333333334,0.0,0.0,130.41666666666669,0.0,0.0,0.0,910.32,48.48897083333332,0.0,958.8089708333333,256.28458333333333,56.88708333333333,62.89666666666666,20.083333333333332,0.0,46.70583333333334,0.0,46.70583333333334,11.2275,0.0,17.008333333333333,23.85,70.91666666666666,0.0,34.0,25.860416666666666,0.0,0.0,8.333333333333334,8.333333333333334,64.765,26.3875,0.0,48.75,0.0,0.0,106.41666666666669,10.416666666666666,0.0,890.7895833333333,1.0,1.0,1.0,1.0,1.0,22.647376960519203,68.0193875
4964,2711.0,2.0,2017.0,455,Rural,Gomel oblast,89.0,Female,0.0,0.0,"Primary education,Dont Educat",Bad,70.0,157.0,No,No,All adults older working age,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,540.8116666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.8116666666667,35.0479,0.0,575.8595666666666,165.34583333333336,0.0,16.208333333333336,6.916666666666666,0.0,57.527499999999996,0.0,42.94416666666666,27.4125,21.666666666666668,25.7825,1.7916666666666667,0.0,0.0,75.10583333333334,46.59,0.0,0.0,0.0,0.0,3.945833333333333,1.7166666666666668,11.708333333333332,0.0,0.0,0.0,0.0,82.0,8.333333333333334,552.0516666666667,1.0,1.0,1.0,1.0,1.0,28.398718000730252,23.807899999999904
3531,1947.0,1.0,2017.0,419,Large city,Gomel oblast,45.0,Female,0.0,0.0,Secondary specialized education,"Not very good, but not bad",78.0,164.0,No,No,Single parent household,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,149.51583333333335,131.59,187.98583333333332,0.0,169.15166666666667,0.0,0.0,0.0,638.2433333333333,87.3160015,101.25,826.8093348333333,217.6641666666667,5.113333333333333,18.001666666666665,21.974166666666665,6.583333333333333,82.08916666666666,0.0,61.30416666666666,11.8175,0.0,7.305000000000001,11.087499999999999,0.0,0.0,42.09083333333333,156.40166666666667,19.933333333333334,0.0,4.6258333333333335,4.6258333333333335,19.235833333333332,3.0725000000000002,0.7691666666666666,33.333333333333336,10.22,0.0,0.0,0.0,0.0,671.3183333333334,1.0,1.0,1.0,1.0,1.0,29.000594883997625,155.49100149999992
10478,5811.0,2.0,2017.0,419,Small city,Mogilev oblast,57.0,Male,713.0775,12.0,Secondary specialized education,"Not very good, but not bad",98.0,183.0,No,No,Household without children,2.0,0.0,0.0,0.0,0.0,1253.6616666666666,0.0,0.0,0.0,0.0,0.0,0.0,66.66666666666667,0.0,0.0,0.0,1320.3283333333334,103.6110291666667,0.0,1423.9393625,491.3033333333333,6.76,10.905000000000001,0.0,0.0,73.13916666666665,0.0,67.18083333333333,35.04666666666667,0.0,58.28,0.0,149.42083333333332,0.0,9.978333333333333,31.02916666666667,0.0,0.0,25.0,25.0,12.941666666666668,1.9166666666666667,6.19,214.0,28.310000000000002,4.791666666666667,0.0,119.16666666666667,0.0,1278.1791666666666,1.0,1.0,1.0,1.0,1.0,29.26334020126011,145.76019583333346
4842,2649.0,2.0,2017.0,455,Rural,Gomel oblast,57.0,Male,336.38916666666665,12.0,Vocational school,Good,86.0,175.0,No,Yes,Household without children,2.0,0.0,0.0,0.0,1.0,351.80583333333334,0.0,0.0,182.005,0.0,0.0,0.0,0.0,0.0,0.0,15.083333333333334,548.8941666666667,53.7892875,0.0,602.6834541666667,272.57458333333335,144.7575,7.845000000000001,3.3333333333333335,0.0,12.975000000000001,0.0,6.020833333333334,24.138333333333335,0.0,32.23833333333334,24.60666666666667,2.041666666666667,0.0,0.0,0.07833333333333332,0.0,0.0,0.0,0.0,8.186666666666667,0.5083333333333333,0.0,0.0,0.0,1.75,0.0,0.0,0.0,535.03375,1.0,1.0,1.0,1.0,1.0,28.081632653061224,67.64970416666665
9171,5106.0,2.0,2017.0,828,Rural,Minsk oblast,42.0,Female,0.0,0.0,Vocational school,Bad,74.0,166.0,No,Yes,Household without children,3.0,0.0,0.0,0.0,0.0,433.0525,0.0,0.0,236.10416666666666,0.0,20.075,0.0,50.0,0.0,0.0,0.0,739.2316666666667,46.911591666666666,18.565,804.7082583333332,247.31750000000002,73.53125,17.941666666666666,15.6625,0.0,38.19083333333333,12.5,25.69083333333333,17.346666666666664,0.0,21.258333333333333,7.394999999999999,1.3916666666666666,0.0,42.27333333333333,19.05,0.0,0.0,10.0,10.0,12.954166666666667,3.75,44.457499999999996,0.0,0.0,0.0,18.916666666666668,138.66666666666669,0.0,730.10375,1.0,1.0,1.0,1.0,1.0,26.854405574103644,74.60450833333323
6726,3693.0,2.0,2017.0,366,Minsk city,Minsk city,32.0,Male,1604.1666666666665,12.0,Secondary specialized education,Good,63.0,164.0,"Yes, in free time",No,2 and more adults with children,4.0,1.0,1.0,0.0,0.0,1604.1666666666665,0.0,0.0,0.0,0.0,0.0,0.0,108.33333333333333,0.0,0.0,0.0,1712.5,2.5025,0.0,1715.0025,627.025,0.0,83.89500000000001,42.89083333333333,0.0,425.965,0.0,75.75583333333333,26.36916666666667,1.6716666666666666,6.910833333333334,7.4958333333333345,102.68833333333335,0.0,53.763333333333335,35.56,11.646666666666667,0.0,0.0,0.0,53.6825,11.65,0.0,183.33333333333331,0.0,0.0,61.66666666666667,0.0,0.0,1736.2141666666666,1.0,1.0,1.0,1.0,1.0,23.423557406305775,-21.211666666666588
2438,1351.0,1.0,2017.0,370,Large city,Vitebsk oblast,40.0,Male,449.4166666666667,12.0,Secondary specialized education,Good,88.0,180.0,"Yes, in free time",No,2 and more adults with children,4.0,0.0,1.0,1.0,0.0,1035.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1035.25,21.585308333333337,0.0,1056.8353083333334,186.32374999999996,8.964583333333334,77.54166666666667,72.57916666666667,0.0,84.30166666666666,0.0,63.66833333333333,16.348333333333333,0.0,6.416666666666667,4.5,83.74166666666666,0.0,123.53333333333333,8.585,15.916666666666668,0.0,39.46125,39.46125,13.683333333333334,17.916666666666668,0.0,106.66666666666666,54.718333333333334,25.0,0.0,68.33333333333334,0.0,1014.5320833333334,1.0,1.0,1.0,1.0,1.0,27.160493827160494,42.303225
8997,5018.0,2.0,2017.0,587,Rural,Minsk oblast,45.0,Male,104.11777777777776,6.0,Vocational school,,,,,,2 and more adults with children,4.0,0.0,2.0,0.0,0.0,486.97,9.583333333333332,0.0,0.0,0.0,26.666666666666668,0.0,177.83333333333331,0.0,0.0,5.0,706.0533333333333,172.59228333333334,0.0,878.6456166666667,250.47,34.784166666666664,84.75333333333334,23.166666666666668,0.0,74.07666666666665,26.666666666666668,47.41,14.971666666666664,111.66666666666667,5.166666666666667,14.166666666666668,0.0,0.0,57.333333333333336,19.751666666666665,0.0,0.0,4.875,4.875,12.720000000000002,0.0,11.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,727.2358333333333,2.0,2.0,2.0,1.0,1.0,,151.4097833333334
6136,3361.0,1.0,2017.0,708,Rural,Grodno oblast,65.0,Female,0.0,0.0,Secondary specialized education,"Not very good, but not bad",65.0,160.0,No,No,Lone adult older working age,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,215.62583333333333,0.0,0.0,0.0,8.333333333333334,0.0,0.0,18.75,242.7091666666667,122.164175,0.27,365.1433416666667,191.67958333333337,0.0,4.425,8.666666666666666,0.0,36.064166666666665,11.356666666666667,21.944166666666664,84.61,3.9166666666666665,0.6408333333333334,3.0366666666666666,0.0,0.0,5.666666666666666,0.0,0.0,0.0,0.0,0.0,5.968333333333334,7.397499999999999,7.083333333333333,0.0,0.0,0.0,0.0,15.833333333333334,0.0,374.98875,1.0,1.0,1.0,1.0,1.0,25.390624999999996,-9.845408333333296
8495,4731.0,2.0,2017.0,789,Small city,Minsk oblast,20.0,Female,0.0,0.0,Vocational school,"Not very good, but not bad",55.0,172.0,No,Yes,2 and more adults with children,3.0,1.0,0.0,0.0,0.0,497.9166666666667,0.0,0.0,0.0,203.32666666666668,165.08333333333334,0.0,0.0,0.0,0.0,0.0,866.3266666666667,14.068870833333335,0.0,880.3955375,312.8958333333333,52.99041666666667,61.63166666666666,28.916666666666664,0.0,33.69916666666666,0.0,16.66583333333333,22.740833333333327,81.33333333333333,21.738333333333333,9.391666666666666,25.0,0.0,38.333333333333336,8.041666666666668,0.0,0.0,64.99416666666667,64.99416666666667,56.79416666666667,43.333333333333336,0.0,41.666666666666664,0.0,0.0,0.0,4.166666666666667,0.0,907.6679166666665,1.0,1.0,1.0,1.0,1.0,18.591130340724717,-27.272379166666497
10725,5949.0,1.0,2017.0,403,Rural,Mogilev oblast,62.0,Male,193.2283333333333,12.0,Secondary specialized education,"Not very good, but not bad",120.0,180.0,No,No,All adults older working age,2.0,0.0,0.0,0.0,2.0,193.2283333333333,55.99999999999999,0.0,595.1708333333332,0.0,0.0,0.0,11.25,0.0,0.0,23.454166666666666,879.1033333333332,170.07650625,0.0,1049.1798395833332,156.95791666666668,27.029166666666665,11.980833333333333,1.3275,0.0,165.9425,6.666666666666667,48.568333333333335,17.225833333333334,0.0,21.12916666666667,0.9208333333333334,105.44,0.0,33.1375,48.40666666666667,0.0,0.0,0.0,0.0,10.876666666666667,16.7525,27.693333333333335,66.66666666666667,7.083333333333333,0.0,0.0,121.25,0.0,839.8204166666667,1.0,1.0,1.0,1.0,1.0,37.03703703703704,209.35942291666652
1817,988.0,2.0,2017.0,717,Large city,Vitebsk oblast,61.0,Male,0.0,0.0,Basic education,"Not very good, but not bad",67.0,186.0,No,Yes,2 and more adults with children,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,645.6666666666666,0.0,224.16666666666666,0.0,0.0,0.0,0.0,0.0,869.8333333333333,28.640170833333336,12.935833333333335,911.4093375,266.01708333333335,51.89083333333333,33.483333333333334,8.333333333333334,0.48333333333333334,70.0,0.0,31.59,46.80500000000001,14.333333333333334,67.24833333333333,4.666666666666667,0.0,0.0,36.755833333333335,31.94791666666667,0.4166666666666667,0.0,0.0,0.0,16.385833333333334,41.943333333333335,5.471666666666666,58.160833333333336,18.666666666666668,6.675833333333333,13.585833333333333,0.0,0.0,793.2716666666668,1.0,1.0,1.0,1.0,1.0,19.366400739969936,118.13767083333323
4089,2238.0,2.0,2017.0,381,Large city,Gomel oblast,33.0,Female,764.2516666666667,12.0,"Higher education, After Higher education","Not very good, but not bad",109.0,168.0,No,No,2 and more adults with children,4.0,2.0,0.0,0.0,0.0,1850.1125,0.0,0.0,0.0,0.0,0.0,0.0,13.333333333333334,0.0,0.0,0.0,1863.4458333333332,39.377436249999995,25.800833333333333,1928.6241029166665,192.92541666666668,1.4029166666666668,101.62083333333334,77.33416666666668,0.0,44.97,0.0,40.744166666666665,35.99166666666667,120.64166666666667,18.924166666666665,20.0875,121.75583333333333,0.0,48.69166666666667,172.14833333333334,0.0,60.01583333333333,0.0,0.0,36.178333333333335,27.483333333333334,0.0,330.6666666666667,368.1983333333334,0.0,21.75,4.916666666666666,0.0,1805.7033333333334,1.0,1.0,1.0,1.0,1.0,38.619614512471664,122.92076958333314
985,545.0,1.0,2017.0,663,Small city,Brest oblast,32.0,Female,0.0,0.0,"Higher education, After Higher education",Good,115.0,164.0,"Yes, in free time",No,2 and more adults with children,3.0,1.0,0.0,0.0,0.0,418.7058333333333,2.6666666666666665,0.0,148.14999999999998,268.5783333333334,0.0,0.0,48.333333333333336,49.166666666666664,0.0,0.0,935.6008333333334,205.09371916666666,0.0,1140.6945525,246.45875,14.524166666666666,65.15249999999999,10.249166666666666,0.0,89.04333333333332,0.0,88.03916666666666,18.190833333333334,54.0,20.895833333333332,0.0,105.9,0.0,86.96166666666666,86.96208333333334,0.0,0.0,65.87916666666666,24.2125,103.33083333333333,38.00166666666666,1.05,16.666666666666668,0.0,0.9583333333333334,0.0,1.6666666666666667,0.0,1025.8916666666667,1.0,1.0,1.0,1.0,1.0,42.75728732897086,114.80288583333345
2870,1600.0,2.0,2017.0,427,Rural,Vitebsk oblast,47.0,Male,461.3325,12.0,Secondary education,Good,72.0,170.0,No,Yes,2 and more adults with children,3.0,0.0,0.0,1.0,0.0,932.4825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,932.4825,137.41961666666666,0.0,1069.9021166666666,252.24708333333334,49.689166666666665,29.08833333333333,22.916666666666668,0.0,144.09,25.0,51.24,93.09083333333332,0.0,2.5,0.0,4.5,0.0,47.41666666666667,13.511666666666667,0.0,0.0,3.4124999999999996,3.4124999999999996,6.369166666666667,0.6666666666666666,29.766666666666666,25.0,0.0,0.0,0.0,229.16666666666666,0.0,953.4320833333334,1.0,1.0,1.0,1.0,1.0,24.913494809688583,116.47003333333328
10451,5796.0,1.0,2017.0,419,Small city,Mogilev oblast,63.0,Male,0.0,0.0,Secondary education,"Not very good, but not bad",81.0,187.0,"Yes, in free time",No,All adults older working age,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,566.9983333333333,0.0,0.0,0.0,0.0,50.0,0.0,205.83333333333334,822.8316666666667,14.975129166666667,1.6633333333333333,839.4701291666667,255.4745833333333,34.340833333333336,15.8,4.408333333333333,0.0,71.26083333333332,0.0,66.56916666666666,22.028333333333332,0.0,42.76666666666667,23.72833333333334,92.26000000000002,0.0,28.561666666666667,9.619166666666667,0.0,0.0,2.2533333333333334,2.2533333333333334,8.495833333333334,4.416666666666667,1.4583333333333333,16.666666666666668,54.2175,0.0,0.0,190.83333333333331,0.0,878.5904166666666,1.0,1.0,1.0,1.0,1.0,23.163373273470786,-39.120287499999904
6816,3745.0,2.0,2017.0,366,Minsk city,Minsk city,42.0,Male,306.6666666666667,6.0,"Higher education, After Higher education",,,,,,2 and more adults with children,4.0,2.0,0.0,0.0,0.0,460.0,0.0,0.0,0.0,501.345,0.0,0.0,21.666666666666668,65.16666666666667,0.0,0.0,1048.1783333333333,78.69885833333332,0.0,1126.8771916666665,340.7558333333333,0.0,54.06166666666667,14.549999999999999,0.0,108.88666666666666,0.0,88.88666666666666,45.495,4.166666666666667,16.45,22.5,96.1,0.0,57.30333333333334,108.28833333333333,0.0,39.476666666666674,77.39333333333333,77.39333333333333,38.71166666666666,10.333333333333334,0.0,0.0,0.0,0.0,26.0,0.0,0.0,1060.4724999999999,2.0,2.0,2.0,1.0,1.0,,66.40469166666662
